"product","substance_name","substance_synonym","abbreviation","abbreviation_synonym","substance_group","cas_number","source","source_text"
"Drug delivery devices / Fluoropolymer coated plungers in pre-filled syringes",,,"PTFE",,,,"A.78","A.78 row (Drug delivery devices / Fluoropolymer coated plungers in pre-filled syringes): marks = X, X, (X), (X)"
"Drug delivery devices / Fluoropolymers in pre-filled injection pens & autoinjectors",,,"ETFE",,,,"A.78","A.78 row (Drug delivery devices / Fluoropolymers in pre-filled injection pens & autoinjectors): marks = X, X"
"Drug delivery devices / Fluoropolymers in pre-filled injection pens & autoinjectors",,,"PTFE",,,,"A.78","A.78 row (Drug delivery devices / Fluoropolymers in pre-filled injection pens & autoinjectors): marks = X, X"
"Excipients / Fluoropolymer coated","Non-specified fluoropolymers",,,,,,"A.78","A.78 row (Excipients / Fluoropolymer coated): marks = X"
"Excipients / Fluoropolymer-coated backing film in transdermal patches","Non-specified fluoropolymers",,,,,,"A.78","A.78 row (Excipients / Fluoropolymer-coated backing film in transdermal patches): marks = X"
"Excipients / release liners in transdermal patches","Non-specified fluoropolymers",,,,,,"A.78","A.78 row (Excipients / release liners in transdermal patches): marks = X"
"Immediate packaging / Fluorinated HDPE packaging (F-HDPE)","Fluorinated HDPE",,"F-HDPE",,,,"A.78","A.78 row (Immediate packaging / Fluorinated HDPE packaging (F-HDPE)): marks = X"
"Immediate packaging / Fluoropolymer coated packaging of transdermal patches","Non-specified fluoropolymers",,,,,,"A.78","A.78 row (Immediate packaging / Fluoropolymer coated packaging of transdermal patches): marks = X"
"Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products",,,"ETFE",,,,"A.78","A.78 row (Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products): marks = X, X, (X)"
"Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products",,,"PCTFE",,,,"A.78","A.78 row (Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products): marks = X, X, (X)"
"Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products",,,"PTFE",,,,"A.78","A.78 row (Immediate packaging / Fluoropolymer coated rubber stoppers in vials/flasks for injectable medicinal products): marks = X, X, (X)"
"Immediate packaging / Fluoropolymers in blisters for solid oral dose formulations",,,"PCTFE",,,,"A.78","A.78 row (Immediate packaging / Fluoropolymers in blisters for solid oral dose formulations): marks = X"
"Explosives for professional and consumer activities: Fireworks","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Fireworks",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Fireworks",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Fireworks",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Flares","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Flares",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Flares",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Flares",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Powders and ammunitions for hunting and sport shooting.","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Powders and ammunitions for hunting and sport shooting.",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Powders and ammunitions for hunting and sport shooting.",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives for professional and consumer activities: Powders and ammunitions for hunting and sport shooting.",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: Safety pyro mechanisms (airbags","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: Safety pyro mechanisms (airbags",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: Safety pyro mechanisms (airbags",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: Safety pyro mechanisms (airbags",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: seat belt pretensioners and bonnet lifter actuators)","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: seat belt pretensioners and bonnet lifter actuators)",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: seat belt pretensioners and bonnet lifter actuators)",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives in transport and related applications: seat belt pretensioners and bonnet lifter actuators)",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Explosives used in the mining/blasting industry: Binders","and FKM.",,,,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Binders","fluorocarbon elastomers",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Binders",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Binders",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Surface coatings","and FKM.",,,,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Surface coatings","fluorocarbon elastomers",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Surface coatings",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Explosives used in the mining/blasting industry: Surface coatings",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, fluorocarbon elastomers, HFP, and FKM."
"Pyrotechnic composition such as oxidants","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Pyrotechnic composition such as oxidants",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Pyrotechnic composition such as oxidants",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Pyrotechnic composition such as oxidants",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Pyrotechnic composition such as oxidants",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"RED-OX pyrotechnic composition","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"RED-OX pyrotechnic composition",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"RED-OX pyrotechnic composition",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"RED-OX pyrotechnic composition",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"RED-OX pyrotechnic composition",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Surface treatment/coating (including coating of processing tools for energetic materials production)","Fluorocarbon elastomers (Viton®)",,"HFP",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Surface treatment/coating (including coating of processing tools for energetic materials production)",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Surface treatment/coating (including coating of processing tools for energetic materials production)",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"Surface treatment/coating (including coating of processing tools for energetic materials production)",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, PVDF, Fluorocarbon elastomers (Viton®), HFP, FKM"
"coatings and binders (used in defence applications such as countermeasures flares","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"coatings and binders (used in defence applications such as countermeasures flares",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"coatings and binders (used in defence applications such as countermeasures flares",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"coatings and binders (used in defence applications such as countermeasures flares",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"coatings and binders (used in defence applications such as countermeasures flares",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"explosive charge","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"explosive charge",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"explosive charge",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"explosive charge",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"explosive charge",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"gas/smoke or a combination of the above.","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"gas/smoke or a combination of the above.",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"gas/smoke or a combination of the above.",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"gas/smoke or a combination of the above.",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"gas/smoke or a combination of the above.",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"heating devices","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"heating devices",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"heating devices",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"heating devices",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"heating devices",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"igniters","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"igniters",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"igniters",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"igniters",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"igniters",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"insensitive explosives","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"insensitive explosives",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"insensitive explosives",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"insensitive explosives",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"insensitive explosives",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"light","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"light",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"light",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"light",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"light",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"obscurants","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"obscurants",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"obscurants",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"obscurants",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"obscurants",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"propellants","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"propellants",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"propellants",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"propellants",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"propellants",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracers","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracers",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracers",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracers",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracers",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracking flares","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracking flares",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracking flares",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracking flares",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"tracking flares",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"underwater flares","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"underwater flares",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"underwater flares",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"underwater flares",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"underwater flares",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"warhead anti-tank system) as a substance or mixture which produces an ""effect"" by heat","Fluorocarbon elastomers (Viton®)",,,,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"warhead anti-tank system) as a substance or mixture which produces an ""effect"" by heat",,,"FKM",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"warhead anti-tank system) as a substance or mixture which produces an ""effect"" by heat",,,"HFP",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"warhead anti-tank system) as a substance or mixture which produces an ""effect"" by heat",,,"PTFE",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"warhead anti-tank system) as a substance or mixture which produces an ""effect"" by heat",,,"PVDF",,,,"A.83","Polymeric PFASs: PTFE, FKM, PVDF, HFP, Fluorocarbon elastomers (Viton®)"
"Architectural polyester/PVC fabrics as fluoropolymers","Fluoropolymers (unspecified)",,,,,,"A.88","<1% as a protection of polyester PVC fabrics"
"Medical textiles","C6 side-chain fluorinated polymer (unspecified)",,"C6 SCFP",,,,"A.88","C6 concentration average for all products <0.5%; PFAS application level of 1.7% on weight fabrics"
